Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Ricochet.,"Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949588/ricochet,2.0,-1,Boulder,V3,1,10,34.0325,-116.20338
"Psycho Scoop","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949475/psycho-scoop,2.0,-1,Boulder,V4,1,15,34.0325,-116.20338
"Scumbler Left","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949538/scumbler-left,2.0,-1,Boulder,V4,1,12,34.0325,-116.20338
"The Ejector","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949630/the-ejector,2.0,-1,Boulder,V4,1,15,34.0325,-116.20338
V50,"Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949637/v50,2.0,-1,Boulder,V4,1,12,34.0325,-116.20338
Slashdance,"Slash Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106391573/slashdance,2.0,-1,Boulder,V3,1,18,33.9534,-116.087
Slashface,"Slash Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722755/slashface,3.9,-1,Boulder,"V3 R",1,25,33.9534,-116.087
Mirage,"Mirage Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106153578/mirage,2.6,-1,Boulder,V2-3,1,,33.9532,-116.1085
"Mirage Left Exit","Mirage Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106153584/mirage-left-exit,2.0,-1,Boulder,V4,1,,33.9532,-116.1085
"Wafer Thin Mint","Creosote Wall > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106682996/wafer-thin-mint,2.0,-1,Boulder,V-easy,1,10,33.9534,-116.0871
"Purple Helmet","The Purple Helmet > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106683167/purple-helmet,2.0,-1,Boulder,V1,1,22,33.954,-116.087
"Shadow of the Slash Right","In the Shadow of the Slash Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108053570/shadow-of-the-slash-right,2.0,-1,Boulder,V0+,1,7,33.9532,-116.1085
"Slash Babyface","Baby Face Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114149841/slash-babyface,2.0,-1,Boulder,V0,1,14,33.95997,-116.08043
"Babyface Nelson","Baby Face Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114149790/babyface-nelson,2.0,-1,Boulder,V4,1,14,33.95997,-116.08043
"3-Star Lieback","Star Boulder > Western Belt > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114338783/3-star-lieback,3.0,-1,Boulder,"5.9 V0-",1,25,33.95522,-116.09084
"Old Chub","Oskar Blues Boulder > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106491416/old-chub,2.0,-1,Boulder,V0-,1,12,33.9512,-116.0768
"Ten Fidy","Oskar Blues Boulder > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106491429/ten-fidy,2.0,-1,Boulder,V0,1,15,33.9512,-116.0768
Tanorexia,"Modern Ills Boulder > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106640349/tanorexia,2.0,-1,Boulder,V-easy,1,15,33.9512,-116.0768
"Hidden Crack","Hidden Crack Alcove > Shark Fin Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108039089/hidden-crack,2.0,-1,Boulder,V3,1,15,33.9512,-116.0768
"Melon Arete","Ladies Helper Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360244/melon-arete,2.0,-1,Boulder,V4,1,15,33.9454,-116.077
"Hop Juice","Hop Juice Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106619785/hop-juice,2.0,-1,Boulder,V3,1,15,33.9454,-116.077
Knuckleball,"Knuckleball Boulder > Volcano Boulder Area > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106658051/knuckleball,2.0,-1,Boulder,V2,1,12,33.9454,-116.077
"Leftward Ho","Dripper Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360133/leftward-ho,2.0,-1,Boulder,V0-,1,20,33.9454,-116.077
"Dripper Right","Dripper Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360122/dripper-right,2.0,-1,Boulder,V0+,1,16,33.9454,-116.077
"Dripper Left","Dripper Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106359702/dripper-left,3.0,-1,Boulder,V2,1,16,33.9454,-116.077
Driblet,"Dripper Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106359710/driblet,2.0,-1,Boulder,V4,1,12,33.9454,-116.077
"Silly Putty","Puttyface Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360106/silly-putty,2.0,-1,Boulder,V1,1,15,33.9454,-116.077
Puttyface,"Puttyface Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360096/puttyface,2.0,-1,Boulder,V4,1,15,33.9454,-116.077
"Premium Miniature","Premium Miniature Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106667553/premium-miniature,2.0,-1,Boulder,V0-,1,8,33.9454,-116.077
Bluecut,"Tour Boulder One > Tour Boulders > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106346042/bluecut,2.0,-1,Boulder,V0,1,12,33.9423,-116.0782
Cinders,"Tour Boulder Two > Tour Boulders > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106346084/cinders,2.0,-1,Boulder,V0+,1,15,33.9423,-116.0782
"Tour of Duty","Tour Boulder Two > Tour Boulders > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106585643/tour-of-duty,2.3,-1,Boulder,V2+,1,15,33.9423,-116.0782
"Certain Slab","Towers of Uncertainty > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107087650/certain-slab,2.0,-1,Boulder,V0,1,15,33.9664,-116.0872
"Base Layer","Towers of Uncertainty > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108493975/base-layer,2.3,-1,Boulder,V1,1,10,33.9664,-116.0872
"Cave Rock Problem","Towers of Uncertainty > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107087639/cave-rock-problem,3.0,-1,Boulder,V4,1,15,33.9664,-116.0872
"Uncertain Traverse","Towers of Uncertainty > Geology Tour Road Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107087613/uncertain-traverse,2.0,-1,Boulder,V4,1,15,33.9664,-116.0872
Joker,"Black Lichen Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039404/joker,1.9,-1,Boulder,V1,1,15,33.9962,-116.15
"Picture Perfect","Picture Perfect Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039440/picture-perfect,2.4,-1,Boulder,V1,1,15,33.9962,-116.15
"Foot Fetish","Hoi Polloi Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106059776/foot-fetish,2.9,-1,Boulder,V1+,1,20,33.9962,-116.15
"Prince Hoi","Hoi Polloi Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106059780/prince-hoi,2.6,-1,Boulder,V2,1,20,33.9962,-116.15
"Seven Grain Arete","Seven Grain Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106044902/seven-grain-arete,2.1,-1,Boulder,V1,1,10,33.9962,-116.15
"Whole Grain Goodness","Seven Grain Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106269444/whole-grain-goodness,2.4,-1,Boulder,V2,1,15,33.9962,-116.15
Renegade,"Maverick Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106090951/renegade,2.0,-1,Boulder,V0,1,20,33.9962,-116.15
Maverick,"Maverick Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106045651/maverick,2.3,-1,Boulder,V0,1,20,33.9962,-116.15
"Renegade Sit","Maverick Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116365788/renegade-sit,2.0,-1,Boulder,V3-4,1,20,33.9962,-116.15
"Small World","Small World Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106736726/small-world,1.9,-1,Boulder,V-easy,1,10,33.9862,-116.16
"Fry Problem","Fry Boulder > Fry Boulders > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039374/fry-problem,3.7,-1,Boulder,V2,1,15,33.9871,-116.1589
"Leisure World","The Rabbit Warren > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106736641/leisure-world,2.0,-1,Boulder,V1,1,10,33.9863,-116.1602
"Sand Castle","The Rabbit Warren > Stonehenge and Fry Boulders > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111388074/sand-castle,2.0,-1,Boulder,"V3 R",1,21,33.9863,-116.1602
"Browning Slab","Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106379351/browning-slab,2.3,-1,Boulder,"V0+ R",1,20,34.0169,-116.0421
Xenocryst,"Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106380307/xenocryst,2.0,-1,Boulder,V1,1,20,34.0169,-116.0421
Email,"Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106380321/email,2.0,-1,Boulder,V3,1,20,34.0169,-116.0421
"Lotus Flower","Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722902/lotus-flower,2.7,-1,Boulder,V3+,1,20,34.0169,-116.0421
Psyche,"Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722866/psyche,4.0,-1,Boulder,V4,1,20,34.0169,-116.0421
"Lessons In Flight","Lessons Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724348/lessons-in-flight,2.0,-1,Boulder,V2,1,20,34.0169,-116.0421
"Piano Crack","Piano Rock > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106149998/piano-crack,2.4,-1,Boulder,V-easy,1,23,34.02807,-116.14776
"Balance Problem","Piano Rock > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106157709/balance-problem,2.0,-1,Boulder,V2,1,22,34.02807,-116.14776
"The Chube","Chube Boulder > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105724441/the-chube,3.3,-1,Boulder,V2,1,15,34.0285,-116.14555
"Friction 101","Friction Slab > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345826/friction-101,2.2,-1,Boulder,V1,1,11,34.0285,-116.1451
"Corner Problem","Gunsmoke Wall > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106392474/corner-problem,2.3,-1,Boulder,V0,1,15,34.02853,-116.1452
Gunsmoke,"Gunsmoke Wall > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105722350/gunsmoke,3.6,-1,Boulder,V3,1,80,34.02853,-116.1452
"Unnamed Variation","No Name Boulder > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345847/unnamed-variation,2.5,-1,Boulder,V2,1,12,34.0285,-116.1451
"Like a Ninja","Ninja Boulder > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107957636/like-a-ninja,2.4,-1,Boulder,"V3 PG13",1,8,34.0285,-116.1451
"Secret Samurai","Ninja Boulder > Gunsmoke Area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108806381/secret-samurai,2.7,-1,Boulder,"V4 PG13",1,12,34.0285,-116.1451
"Old Wave","Indian Wave Boulder > Indian Wave Boulders > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345764/old-wave,2.0,-1,Boulder,V3,1,15,34.0263,-116.1415
"Chicken Wing","Indian Cave Boulder > Indian Wave Boulders > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106392614/chicken-wing,2.0,-1,Boulder,V0-,1,20,34.0263,-116.1415
"Liquid Wrench","Indian Cave Boulder > Indian Wave Boulders > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345798/liquid-wrench,2.0,-1,Boulder,V1,1,15,34.0263,-116.1415
"Fat Lip","Fat Lip Boulder > Indian Wave Boulders > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345857/fat-lip,2.0,-1,Boulder,V0,1,10,34.0263,-116.1415
"Native Arete","Native Arete Boulder > Indian Wave Boulders > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345888/native-arete,3.0,-1,Boulder,V0,1,12,34.0263,-116.1415
"Native Arete SDS","Native Arete Boulder > Indian Wave Boulders > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345895/native-arete-sds,3.0,-1,Boulder,V1,1,12,34.0263,-116.1415
"Crack a No No","Crack a no no area > Barker Dam Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112221928/crack-a-no-no,2.0,-1,Boulder,V1,1,15,34.0261,-116.14229
"Hensel Face","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725449/hensel-face,2.2,-1,Boulder,V2,1,15,34.0148,-116.16539
"Lechlinski Corner","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725446/lechlinski-corner,2.5,-1,Boulder,V3,1,12,34.0148,-116.16539
"True Grit","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725452/true-grit,2.5,-1,Boulder,V3,1,16,34.0148,-116.16539
"Two Stroke","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107975061/two-stroke,2.2,-1,Boulder,V3,1,12,34.0148,-116.16539
Yardarm,"Yardarm Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039616/yardarm,1.8,-1,Boulder,V1,1,13,34.0148,-116.16539
"Yabo Roof","Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039628/yabo-roof,2.9,-1,Boulder,V3,1,6,34.0148,-116.16539
"Unnamed Problem","Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112283982/unnamed-problem,1.9,-1,Boulder,V3,1,12,34.0148,-116.16539
"One Man Tribe","Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107067409/one-man-tribe,2.0,-1,Boulder,V4,1,12,34.0148,-116.16539
"Unnamed v4","Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114012215/unnamed-v4,2.0,-1,Boulder,V4,1,14,34.0148,-116.16539
"Descent Route","False Up 20 Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106114651/descent-route,2.2,-1,Boulder,V-easy,1,20,34.0148,-116.16539
"False Up 20","False Up 20 Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725461/false-up-20,3.5,-1,Boulder,V0-,1,20,34.0148,-116.16539
"False Blockhead","The Blockhead > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106039638/false-blockhead,2.1,-1,Boulder,V1,1,11,34.0148,-116.16539
Nitwitsit,"The Blockhead > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109148393/nitwitsit,2.2,-1,Boulder,V4,1,10,34.0148,-116.16539
"Slick Willie","Browning Boulder > JBMF Boulders > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106129847/slick-willie,2.1,-1,Boulder,V2,1,14,34.0148,-116.16539
"Don't Mess with Texas","Texas Boulder > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073444/dont-mess-with-texas,2.2,-1,Boulder,V1,1,10,34.0181,-116.1698
"Western Roll","Texas Boulder > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106073434/western-roll,2.4,-1,Boulder,V3,1,12,34.0181,-116.1698
"La Migra","Texas Boulder > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106136573/la-migra,2.7,-1,Boulder,V3,1,13,34.0181,-116.1698
Chunkers,"Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106114361/chunkers,2.2,-1,Boulder,V-easy,1,15,34.02837,-116.15889
"Weasel World","Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106136591/weasel-world,2.0,-1,Boulder,V2,1,12,34.02837,-116.15889
"Weasel World (Left)","Chunky Boulder > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106136587/weasel-world-left,2.0,-1,Boulder,V3,1,13,34.02837,-116.15889
"Lip Service","Trance Stone > Chunky Boulder and Trance Stone > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106114349/lip-service,1.8,-1,Boulder,V2,1,11,34.02837,-116.15889
Pacifier,"Pacifier and The Nostril > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117003/pacifier,1.8,-1,Boulder,V1,1,14,34.02487,-116.18037
"Enter the Melon","Melon Boulder > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106587733/enter-the-melon,2.2,-1,Boulder,V1,1,15,34.02487,-116.18037
"Classic Melon","Melon Boulder > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106587743/classic-melon,3.0,-1,Boulder,V3,1,15,34.02487,-116.18037
"Shotgun Wedding","Bullet Proof Boulder > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114009376/shotgun-wedding,2.0,-1,Boulder,V4,1,12,34.03368,-116.18437
"Pistol Whipped","Bullet Proof Boulder > Roadside Rocks Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114009329/pistol-whipped,2.0,-1,Boulder,V4,1,10,34.03368,-116.18437
"Big Bud","Big Bud Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117822/big-bud,2.0,-1,Boulder,"V0 R",1,24,34.01592,-116.17844
"The Undertaker","Undertaker Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106341380/the-undertaker,2.0,-1,Boulder,V0+,1,15,34.024,-116.1772
"Lost Generation","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356194/lost-generation,2.5,-1,Boulder,V0-,1,15,34.024,-116.1772
"Islands in the Stream","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356184/islands-in-the-stream,2.0,-1,Boulder,V0+,1,12,34.024,-116.1772
"The Snows of Kilimanjaro","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356198/the-snows-of-kilimanjaro,2.3,-1,Boulder,V1,1,15,34.024,-116.1772
"To Have and Have Not","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356166/to-have-and-have-not,2.0,-1,Boulder,V2,1,15,34.024,-116.1772
"Oak Blowout","Oak Tree Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106355627/oak-blowout,2.0,-1,Boulder,V2,1,15,34.024,-116.1772
"Easy Skanking","Marley Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106634501/easy-skanking,2.0,-1,Boulder,V0,1,12,34.0121,-116.1773
Ziggy,"Marley Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106632917/ziggy,2.0,-1,Boulder,V3,1,12,34.0121,-116.1773
Pinto,"Equine Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106632939/pinto,2.0,-1,Boulder,V-easy,1,15,34.0121,-116.1773
Rabicano,"Equine Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106632957/rabicano,2.0,-1,Boulder,V2,1,14,34.0121,-116.1773
Unmentionable,"The Unmentionable > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106633624/unmentionable,2.0,-1,Boulder,V3,1,15,34.0121,-116.1773
"Give Thanx","Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106676755/give-thanx,2.0,-1,Boulder,V-easy,1,15,34.0121,-116.1773
"Struggling Man","Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106676790/struggling-man,2.0,-1,Boulder,V0+,1,15,34.0121,-116.1773
"Flatface Left","Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106667579/flatface-left,2.0,-1,Boulder,V2,1,12,34.0121,-116.1773
